paragraph,is_coherent
"FIFTEEN MINUTES AFTER TAKE OFF THE ENGINE LOST POWER. EXAMINATION OF THE ENGINE REVEALED THAT AN EXHAUST VALVE HAD BROKEN FREE AND CREATED A HOLE IN THE PISTON. DURING PREFLIGHT THE PILOT CONFIRMED 11 QUARTS OF OIL IN THE ENGINE. THE PILOT WAS APPROACHING WATER AND ELECTED NOT TO SHUT THE ENGINE DOWN. DURING THE FORCED LANDING THE LEFT WING OF THE AIRPLANE STRUCK A TREE SHORT OF THE RUNWAY, AND THE AIRPLANE CAME TO REST IN A FIELD. THE ENGINE WAS FOUND ABSENT OF OIL. THE PILOT DEPARTED ON A NIGHT CROSS COUNTRY FLIGHT AND CLIMBED TO A CRUISING ALTITUDE OF 4500 FEET. AFTER A THIRD EXPLOSION FOLLOWED BY FIRE ERUPTING FROM THE ENGINE COMPARTMENT, THE PILOT SECURED THE ENGINE AND SHUT THE FUEL OFF. AN EXPLOSION OCCURRED IN THE ENGINE COMPARTMENT AFTER THE PILOT INITIATED A TURN TO RETURN TO THE DEPARTURE AIRPORT. TWO CONNECTING RODS FAILED AT THE CRANKSHAFT JOURNALS FROM A LACK OF LUBRICATION. A SECOND EXPLOSION OCCURRED FOLLOWED BY A LOSS OF OIL PRESSURE.",0
"RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE.",0
"PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%.",0
"RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF.",0
"AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%.",0
"A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE.",0
"ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S.",0
"AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS.",0
"THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF.",0
"SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS.",0
"AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF.",0
"PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED.",0
"SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%.",0
"ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF.",0
"A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES.",0
"A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF.",0
"A TELLTALE MARKER FOR THE FLIGHT ENGINEER'S #3 N2 GAUGE SHOWED 106% (RED-LINE WAS 102.5%), BUT THE TELLTALE MARKER WAS OUT OF CALIBRATION; THEREFORE, OVERSPEED WAS NOT VERIFIED. SERVICE BULLETIN (SB) RB.211-72-9569 REQUIRED THAT ROTORS EXCEEDING 14,000 CYCLES BE REMOVED BY 4/30/93; THE FAILED ROTOR HAD 16,327 CYCLES. PIECES OF DISC SEVERED A FUEL INLET LINE & PENETRATED THE #1 ENGINE & THE FUSELAGE. FIRE WARNINGS FOR THE #3 & #1 ENGINES WERE ACTIVATED & ENGINE FIRE BOTTLES WERE DISCHARGED DURING AN ABORTED TAKEOFF. THE LARGEST CRACK WAS 0.13' DEEP & 0.23' WIDE. ACCORDING TO ROLLS ROYCE CALCULATIONS, THIS SIZE CRACK WOULD NOT HAVE RESULTED IN FAILURE UNLESS THE N2 ROTOR RPM HAD REACHED 118%. RESIDUAL FIRE IN ONE ENGINE WAS EXTINGUISHED BY AIRPORT FIRE FIGHTERS. THE SB WAS 'S-MANDATORY' IN THE U.K., BUT IT WAS NOT MANDATORY IN THE U.S. MAX EPR FOR TAKEOFF WAS WITHIN LIMITS. AS FULL POWER WAS APPLIED FOR TAKEOFF, THERE WAS A RUPTURE OF THE 6TH STAGE DISC ON THE INTERMEDIATE COMPRESSOR 6/7TH ROTOR SHAFT ASSEMBLY IN THE #3 ENGINE. ABOUT 80% OF THE FAILED DISC WAS FOUND; METALLURGICAL EXAMINATION SHOWED CORROSION PITTING & SMALL FATIGUE CRACKS AT THE ATTACHMENT HOLES.",0
